,City,Clouds,Country,Date,Humidity,Lat,Long,Max Temp,Wind Speed
376,Hobyo,78,SO,1565641590,78,5.35,48.53,76.4,27.02
377,Cidreira,100,BR,1565641590,91,-30.17,-50.22,57.5,9.75
378,Iguape,0,BR,1565641590,84,-24.7,-47.56,70.64,2.73
379,Paamiut,100,GL,1565641590,70,61.99,-49.67,45.27,11.16
380,Port Blair,96,IN,1565641591,80,11.67,92.75,82.88,23.67
381,Tubuala,75,PA,1565641591,94,9.52,-79.03,75.2,4.7
382,Ariano Irpino,5,IT,1565641591,100,41.15,15.09,88.0,2.57
383,Maumere,12,ID,1565641592,80,-8.63,122.22,72.08,2.73
384,Itamarandiba,0,BR,1565641592,72,-17.86,-42.86,61.64,5.01
385,Belyy Yar,0,RU,1565641592,93,53.6,91.39,48.2,3.69
386,Miandrivazo,71,MG,1565641593,63,-19.53,45.46,72.27,1.52
387,Aykhal,40,RU,1565641593,67,65.95,111.51,57.2,4.47
388,Tupik,100,RU,1565641593,97,54.43,119.94,57.32,3.69
389,Barcelos,5,BR,1565641593,59,-0.97,-62.93,86.84,3.15
390,Tecolotlan,100,MX,1565641594,60,20.22,-104.05,81.0,5.01
391,Namibe,100,AO,1565641594,88,-15.19,12.15,65.78,5.35
392,Riorges,0,FR,1565641594,55,46.04,4.03,66.2,3.36
393,Balkhash,4,KZ,1565641595,27,46.84,74.98,76.4,11.1
394,Ornskoldsvik,75,SE,1565641595,93,63.29,18.72,59.0,3.36
395,Orlik,0,PL,1565641595,88,53.95,17.74,66.99,3.36
396,Chandler,20,US,1565641493,13,33.31,-111.84,107.01,5.82
397,Udachnyy,40,RU,1565641596,67,66.42,112.4,57.2,4.47
398,Zyryanka,97,RU,1565641596,61,65.73,150.89,56.78,15.28
399,Cayenne,0,GF,1565641597,66,4.94,-52.33,86.0,8.05
400,San Patricio,98,PY,1565641597,78,-26.98,-56.83,61.82,7.99
401,Rach Gia,40,VN,1565641598,100,10.02,105.08,77.0,3.36
402,Pitimbu,75,BR,1565641598,83,-7.47,-34.81,77.0,10.29
403,Bereda,20,ES,1565641598,68,43.27,-7.54,64.4,8.05
404,Chapais,1,CA,1565641599,42,49.78,-74.86,68.0,19.46
405,Komsomolskiy,2,RU,1565641599,93,67.55,63.78,31.22,7.87
406,Mahon,40,IE,1565641599,71,51.89,-8.4,57.2,4.7
407,Norman Wells,90,CA,1565641599,93,65.28,-126.83,46.4,11.41
408,Naze,40,NG,1565641600,78,5.43,7.07,80.6,3.36
409,Nara,75,JP,1565641600,70,34.68,135.8,86.0,10.29
410,Fountain Hills,1,US,1565641465,15,33.61,-111.72,107.01,4.7
411,Gorele,0,TR,1565641600,73,41.03,39.0,73.4,5.82
412,Sao Domingos do Maranhao,52,BR,1565641601,37,-5.58,-44.39,88.1,3.56
413,Praya,40,ID,1565641601,94,-8.71,116.27,75.2,8.21
414,Macau,34,BR,1565641602,58,-5.11,-36.64,83.6,20.8
415,Atar,71,MR,1565641602,21,20.52,-13.05,98.37,13.82
416,Sioux Lookout,75,CA,1565641602,37,50.1,-91.92,71.6,5.39
417,Aklavik,40,CA,1565641602,65,68.22,-135.01,46.4,4.7
418,Mustang,1,US,1565641394,29,35.38,-97.72,105.01,12.75
419,Avera,1,US,1565641603,47,33.19,-82.53,98.01,3.76
420,Pauini,0,BR,1565641605,23,-7.71,-67.0,97.47,4.85
421,Warwick,75,US,1565641541,37,41.7,-71.42,87.01,9.17
422,Conde,0,BR,1565641606,91,-11.81,-37.61,68.48,4.32
423,Ndola,0,ZM,1565641606,37,-12.97,28.64,57.5,5.46
424,Eureka,1,US,1565641421,72,40.8,-124.16,82.0,8.05
425,Hun,7,BE,1565641607,87,50.34,4.87,59.0,4.7
426,Kalangala,75,UG,1565641607,88,-0.32,32.29,69.8,6.93
427,Ossora,100,RU,1565641607,89,59.24,163.07,53.18,5.53
428,Urdoma,0,RU,1565641608,85,61.74,48.55,39.32,4.5
429,Rosario,75,UY,1565641608,66,-34.31,-57.35,53.6,17.22
430,Arlit,4,NE,1565641608,18,18.74,7.39,100.17,9.55
431,Tazovskiy,100,RU,1565641609,71,67.47,78.7,49.04,13.04
432,Leh,40,IN,1565641609,50,34.16,77.58,52.47,1.77
433,Perth,90,AU,1565641609,100,-31.95,115.86,59.0,9.17
434,La Maddalena,0,IT,1565641609,74,39.15,9.02,84.99,9.17
435,Kavaratti,100,IN,1565641610,78,10.57,72.64,81.98,20.38
436,Yinchuan,68,CN,1565641610,39,38.48,106.21,71.01,3.0
437,Mapiripan,56,CO,1565641610,81,2.89,-72.13,81.08,6.64
438,Salalah,75,OM,1565641611,88,17.01,54.1,78.8,3.36
439,Tondano,100,ID,1565641611,70,1.3,124.91,80.9,8.43
440,Tres Marias,75,MX,1565641611,69,19.06,-99.24,77.0,5.82
441,Sabha,0,LY,1565641612,21,27.03,14.43,86.12,12.75
442,Maldonado,75,UY,1565641613,76,-34.91,-54.96,50.0,23.04
443,Santa Cruz,7,BR,1565641401,68,-6.22,-36.02,74.24,19.33
444,Muromtsevo,89,RU,1565641613,60,56.37,75.24,62.0,10.36
445,Carutapera,10,BR,1565641614,82,-1.2,-46.02,79.28,7.58
446,Pinheiro Machado,40,BR,1565641614,78,-31.58,-53.38,53.01,11.99
447,Gezing,75,AT,1565641614,93,47.92,13.13,61.0,6.93
448,Westport,1,US,1565641378,45,41.14,-73.36,87.01,13.87
449,Miles City,75,US,1565641615,34,46.41,-105.84,78.8,23.04
450,Loa Janan,54,ID,1565641615,99,-0.58,117.09,72.08,1.16
451,Lasa,0,CY,1565641615,73,34.92,32.53,80.6,6.93
452,Vrangel,37,RU,1565641616,98,42.73,133.08,62.0,3.09
453,Mamboma,92,SL,1565641616,97,7.84,-11.66,72.62,2.17
454,Usinsk,0,RU,1565641616,82,66.0,57.56,34.82,11.03
455,Ugoofaaru,100,MV,1565641509,74,5.67,73.0,83.42,18.03
456,Kushima,89,JP,1565641617,83,31.5,131.29,80.01,13.0
457,Belaya Gora,29,RU,1565641617,62,68.54,146.19,56.78,10.71
458,Ust-Maya,0,RU,1565641617,92,60.42,134.54,51.74,0.69
459,Yumen,29,CN,1565641618,54,40.29,97.04,67.22,8.84
460,Hervey Bay,4,AU,1565641618,87,-25.3,152.85,46.0,6.93
461,Gweru,0,ZW,1565641618,28,-19.46,29.82,57.68,4.43
462,Guarapari,40,BR,1565641619,78,-20.67,-40.5,75.2,14.99
463,Danielskuil,0,ZA,1565641619,39,-28.19,23.54,39.68,3.22
464,Teguldet,45,RU,1565641620,80,57.31,88.17,46.52,3.74
465,Bajil,0,ES,1565641620,46,38.23,-2.07,63.98,7.11
466,Pestravka,10,RU,1565641620,81,52.4,49.95,49.22,11.16
467,Juneau,90,US,1565641621,56,58.3,-134.42,69.8,10.29
468,Dikson,100,RU,1565641621,91,73.51,80.55,39.68,10.18
469,Zima,4,RU,1565641622,93,53.93,102.05,44.54,2.1
470,Cockburn Town,25,TC,1565641447,76,21.46,-71.14,83.24,14.65
471,Fuyang,88,CN,1565641622,87,32.89,115.81,74.24,3.42
472,Sibolga,100,ID,1565641623,77,1.74,98.78,82.7,9.17
473,Mayskiy,20,RU,1565641623,52,43.63,44.06,68.0,6.71
474,Sangar,0,RU,1565641623,78,63.92,127.47,56.07,3.09
475,Warrnambool,100,AU,1565641624,100,-38.38,142.48,46.99,3.0
476,Torbay,40,CA,1565641624,56,47.66,-52.73,72.0,24.16
477,Zambezi,0,ZM,1565641624,29,-13.55,23.12,64.7,5.73
478,Auki,0,NG,1565641624,83,12.18,6.51,75.5,7.47
479,Ust-Kuyga,83,RU,1565641625,61,70.0,135.55,54.27,6.38
480,Tiruchchendur,100,IN,1565641625,71,8.48,78.12,80.9,4.72
481,Lensk,100,RU,1565641625,97,60.71,114.91,54.27,4.7
482,Tamala,0,RU,1565641626,82,52.54,43.26,50.84,4.85
483,Port-Gentil,90,GA,1565641626,83,-0.72,8.78,75.2,8.05
484,Praia,0,BR,1565641626,36,-20.25,-43.81,78.8,9.17
485,Flin Flon,75,CA,1565641627,42,54.77,-101.88,68.0,6.93
486,Konstantinovka,0,UA,1565641627,53,46.85,29.85,76.22,6.4
487,Puerto Escondido,40,MX,1565641627,66,15.86,-97.07,87.8,6.93
488,Port-Cartier,40,CA,1565641628,35,50.03,-66.88,73.4,17.22
489,Kaka,1,TM,1565641628,29,37.35,59.62,75.5,8.08
490,Kidal,67,ML,1565641629,25,18.44,1.41,99.44,15.7
491,Jurm,0,AF,1565641629,33,36.86,70.83,53.0,1.79
492,Vidim,75,CZ,1565641629,93,50.47,14.53,62.01,5.82
493,Bay Roberts,40,CA,1565641629,56,47.58,-53.28,72.0,24.16
494,Zwedru,86,LR,1565641630,93,6.07,-8.13,71.37,4.56
495,Bhag,0,PK,1565641630,51,29.04,67.82,92.6,11.95
496,Alcudia,0,ES,1565641605,61,39.85,3.12,78.01,16.11
497,Tres Arroyos,89,AR,1565641630,61,-38.38,-60.28,42.74,14.47
498,Erenhot,100,CN,1565641631,50,43.65,111.97,69.2,5.99
499,Adrar,0,DZ,1565641631,12,27.87,-0.29,107.6,13.87
500,Forbes,0,AU,1565641632,90,-33.38,148.01,34.0,1.83
501,Phuntsholing,100,IN,1565641632,92,26.86,89.38,69.92,1.81
502,Novyye Lyady,90,RU,1565641632,100,58.05,56.6,50.0,11.18
503,Port Shepstone,100,ZA,1565641633,64,-30.74,30.45,57.5,2.8
504,Alangudi,40,IN,1565641634,70,10.36,78.99,84.2,13.87
505,Shakawe,0,BW,1565641635,29,-18.36,21.84,61.82,3.56
506,Luwuk,93,ID,1565641636,97,-0.95,122.79,62.54,4.97
507,La Rioja,0,AR,1565641636,33,-29.41,-66.86,53.9,7.07
508,Ormond Beach,40,US,1565641636,70,29.29,-81.06,95.0,11.41
509,Rio Grande,75,BR,1565641636,87,-32.03,-52.1,59.0,10.29
510,Ostrovnoy,41,RU,1565641637,67,68.05,39.51,47.97,20.33
511,Lumphat,100,KH,1565641637,99,13.5,106.97,74.07,2.48
512,Gold Coast,0,AU,1565641562,87,-28.0,153.41,51.01,3.36
513,Adre,32,TD,1565641638,83,13.47,22.2,72.8,6.73
514,Sahuaripa,0,MX,1565641638,39,29.05,-109.23,94.58,4.56
515,Hovd,75,NO,1565641638,87,63.83,10.7,57.0,18.34
516,Catia La Mar,76,VE,1565641639,58,10.6,-67.03,84.99,8.99
517,Bacungan,99,PH,1565641639,76,9.87,118.73,82.88,10.04
518,Mariental,20,BR,1565641639,42,-25.72,-49.65,81.0,16.11
519,El Sauzal,0,AR,1565641639,27,-24.3,-64.96,75.2,8.05
520,Hare Bay,75,CA,1565641640,47,48.86,-53.99,75.2,13.87
521,Cabo San Lucas,20,MX,1565641457,62,22.89,-109.91,97.0,8.05
522,Alamosa,1,US,1565641630,38,37.47,-105.87,75.2,4.7
523,Vanimo,0,PG,1565641640,75,-2.67,141.3,79.47,7.38
524,Turochak,0,RU,1565641641,86,52.26,87.12,48.87,3.06
525,Mogadishu,0,SO,1565641399,81,2.04,45.34,75.32,14.25
526,Francisco Beltrao,99,BR,1565641643,61,-26.08,-53.05,72.08,0.92
527,Butterworth,75,MY,1565641644,94,5.4,100.37,80.6,4.5
528,Mangrol,97,IN,1565641645,84,25.33,76.51,81.27,7.96
529,Port Augusta,0,AU,1565641645,100,-32.49,137.76,35.6,4.7
530,Port Angeles,1,US,1565641507,72,48.12,-123.43,73.0,5.82
531,Shishou,67,CN,1565641645,82,29.72,112.42,78.2,2.37
532,Abu Zabad,100,SD,1565641646,69,12.35,29.25,78.57,14.09
533,Manado,100,ID,1565641503,70,1.49,124.85,80.9,8.43
534,Kalmunai,99,LK,1565641647,84,7.42,81.82,76.04,4.34
535,Arkhara,33,RU,1565641648,93,49.42,130.09,59.12,3.02
536,Angren,0,UZ,1565641648,20,41.01,70.08,62.37,1.05
537,Paramonga,50,PE,1565641648,87,-10.68,-77.82,58.94,11.12
538,Fukue,75,JP,1565641649,78,35.03,136.69,82.99,6.93
539,Praia da Vitoria,20,PT,1565641497,73,38.73,-27.07,73.99,4.68
540,Longview,40,US,1565641649,42,32.5,-94.74,102.0,5.82
541,Grindavik,75,IS,1565641650,66,63.84,-22.43,48.2,26.4
542,Fairbanks,20,US,1565641531,67,64.84,-147.72,66.2,5.46
543,Laizhou,100,CN,1565641650,84,37.18,119.93,76.04,5.61
544,Acari,62,BR,1565641650,53,-6.44,-36.64,81.44,20.51
545,Dongsheng,42,CN,1565641651,75,29.72,112.52,79.64,1.52
546,Muyezerskiy,96,RU,1565641651,92,63.93,31.65,53.72,7.99
547,Petropavl,98,KZ,1565641651,85,54.87,69.13,64.52,16.42
548,Ucluelet,90,CA,1565641419,93,48.94,-125.55,75.99,10.29
549,Keflavik,75,IS,1565641652,66,64.0,-22.56,48.2,26.4
550,Casablanca,20,MA,1565641429,73,33.6,-7.62,71.6,13.87
